Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,Sum,iterations,lbs,novel,unique,usage,ave_length
0.843918191603648,0.7199827951932122,0.6101212857353331,0.4933525515285391,0.3453860304800221,0.7267493654268828,0.8825516751629572,2.448039622598401,1,5,0.417910447761194,0.6432835820895523,239,5.546268656716418
0.8377787078794896,0.7285738836324424,0.6288639873121293,0.5216602044937542,0.3540421783090372,0.7302484433533202,0.9239051536306289,2.52985597978674,2,5,0.3238805970149254,0.5940298507462687,237,5.479104477611941
0.8415649609269948,0.7329611812814784,0.6362222164059739,0.5305945764448385,0.3568083141324836,0.7342016855437625,0.953709792419788,2.5753143685408726,3,5,0.3208955223880597,0.5880597014925373,252,5.523880597014926
0.8412475281425567,0.7337527291321547,0.6368247683872971,0.5320839549310882,0.35815117117878537,0.7324518311326642,0.9476422307982015,2.5703291880407395,4,5,0.2955223880597015,0.5761194029850746,247,5.492537313432836
0.8418045580911233,0.7333488667440462,0.6359338295551316,0.5316600523613144,0.3576871734748441,0.7310777136753184,0.9510679703745161,2.571492909885993,5,5,0.29253731343283584,0.5746268656716418,251,5.486567164179104
0.8414070295453866,0.7331333100539746,0.6351205768992314,0.5309028320273863,0.35799883099627783,0.7331159953389108,0.9485584140616405,2.5705760724242155,6,5,0.29850746268656714,0.582089552238806,258,5.51044776119403
0.8399998771937439,0.7313248812723675,0.6328409982132086,0.5282761010715099,0.35712507552635914,0.7313053906487831,0.9464584225576831,2.563164989804335,7,5,0.3,0.5791044776119403,257,5.519402985074627
0.8395561540489792,0.731425215837233,0.6336344218724493,0.5293410833734663,0.3568423195074155,0.7316079742776944,0.9451473189018469,2.5629386960604235,8,5,0.29850746268656714,0.5746268656716418,258,5.513432835820896
0.8404742351702184,0.732264103876004,0.6346235378353344,0.5302639131424921,0.35775312283068855,0.7331957511415248,0.946393008891096,2.5676057960058016,9,5,0.3,0.5776119402985075,257,5.537313432835821
0.8405835953514473,0.7320049424932541,0.6342419826367914,0.5292867901621714,0.35682658655639915,0.7333698569095425,0.9412674589845285,2.5607506926126415,10,5,0.29850746268656714,0.5791044776119403,258,5.522388059701493
