Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,Sum,iterations,lbs,novel,unique,usage,ave_length
0.8476327116207473,0.7154661896092731,0.6060998725018615,0.4919467217028969,0.3369967824088099,0.7213792029777993,0.8584441877003286,2.4087668947898346,1,5,0.3835820895522388,0.5865671641791045,210,5.201492537313433
0.839932778808256,0.7290685987363398,0.62799837917723,0.521459121515136,0.3538523557050022,0.7298161263797867,0.9332383901958087,2.5383659937957335,2,5,0.32985074626865674,0.5925373134328358,246,5.347761194029851
0.840535135487404,0.728983960461013,0.6298160803272639,0.5224612227090939,0.3525889005372787,0.7289136249834525,0.9173925333573779,2.521356281587203,3,5,0.33134328358208953,0.5805970149253732,239,5.350746268656716
0.8384564184803683,0.7330258393840916,0.6350868224032815,0.5277493788770543,0.35574835271458993,0.7288481565406391,0.935242464207089,2.547588352339372,4,5,0.3029850746268657,0.5656716417910448,248,5.332835820895522
0.8388638920130264,0.7325097935137665,0.6341059505709677,0.5248176799725753,0.35363828212546733,0.7288850546519111,0.9282866568389311,2.535627673588885,5,5,0.2955223880597015,0.5597014925373134,244,5.307462686567164
0.8374503414721418,0.7302367894402105,0.6323662268188501,0.5237052544378668,0.3537448459048091,0.730186727440546,0.9209956747001112,2.528632502483333,6,5,0.3,0.5626865671641791,243,5.3104477611940295
0.8368141279838718,0.729624320966828,0.6298111586274494,0.5190448646309979,0.3528806538422896,0.7295029570533349,0.9168883122200584,2.5183167877466808,7,5,0.30149253731343284,0.5686567164179105,251,5.356716417910448
0.8372935268304423,0.7306274722240095,0.6305378968196118,0.5195602548140795,0.3511697509892557,0.7286560215921828,0.9118551051717683,2.511241132567286,8,5,0.3,0.5701492537313433,254,5.334328358208955
0.8362159962787608,0.7300894457786447,0.6298065858054666,0.5182903669963004,0.3505902308959593,0.7269138854479142,0.9120854978544611,2.507879981194635,9,5,0.29850746268656714,0.5701492537313433,254,5.343283582089552
0.8353759148361838,0.7297103006448723,0.6299539852977093,0.5189323200597087,0.351778937148142,0.7283794830965448,0.9078060498776828,2.5068967901820782,10,5,0.291044776119403,0.5626865671641791,254,5.3552238805970145
