novel,unique,usage,ave_length,gram4
0.19469026548672566,0.36283185840707965,88,6.274336283185841,209
0.379746835443038,0.6962025316455697,57,6.430379746835443,136
0.1276595744680851,0.2127659574468085,42,6.7304964539007095,76
0.5030864197530864,0.6296296296296297,130,6.669753086419753,472
0.35036496350364965,0.5036496350364964,70,6.7153284671532845,155
0.40540540540540543,0.5945945945945946,49,6.527027027027027,91
0.37662337662337664,0.6233766233766234,53,6.454545454545454,110
0.26245847176079734,0.3853820598006645,91,6.980066445182724,267
0.3524590163934426,0.4918032786885246,58,5.795081967213115,141
0.14754098360655737,0.29098360655737704,54,6.471311475409836,157
0.3583815028901734,0.5722543352601156,103,6.763005780346821,269
0.8133333333333334,0.92,76,7.28,215
0.38848920863309355,0.5323741007194245,79,6.474820143884892,175
0.47058823529411764,0.6470588235294118,99,6.617647058823529,260
0.3333333333333333,0.5087719298245614,79,6.450292397660819,208
0.46808510638297873,0.8085106382978723,55,6.8936170212765955,110
0.4594594594594595,0.6054054054054054,80,7.4,260
0.41818181818181815,0.6272727272727273,65,7.254545454545455,173
0.3795620437956204,0.6058394160583942,75,6.532846715328467,192
0.43103448275862066,0.6724137931034483,43,6.758620689655173,93
