novel,unique,usage,ave_length,gram4
0.23893805309734514,0.41150442477876104,91,6.5,243
0.4430379746835443,0.7088607594936709,62,6.620253164556962,150
0.1347517730496454,0.22695035460992907,45,6.836879432624113,80
0.45987654320987653,0.5895061728395061,137,6.854938271604938,445
0.35036496350364965,0.5109489051094891,75,6.7226277372262775,170
0.47297297297297297,0.6621621621621622,59,6.675675675675675,121
0.38961038961038963,0.6883116883116883,69,6.818181818181818,132
0.2857142857142857,0.42524916943521596,98,6.983388704318937,306
0.39344262295081966,0.5081967213114754,61,6.221311475409836,145
0.1598360655737705,0.29098360655737704,62,6.737704918032787,171
0.3352601156069364,0.5664739884393064,112,6.988439306358382,256
0.7866666666666666,0.8933333333333333,71,7.333333333333333,207
0.460431654676259,0.5827338129496403,85,6.776978417266187,202
0.4764705882352941,0.6588235294117647,102,6.758823529411765,270
0.38011695906432746,0.5380116959064327,77,6.619883040935672,223
0.5531914893617021,0.7446808510638298,56,6.872340425531915,101
0.44324324324324327,0.6,86,7.356756756756757,250
0.4818181818181818,0.6636363636363637,64,7.2727272727272725,180
0.41605839416058393,0.6277372262773723,79,6.817518248175182,209
0.4827586206896552,0.6724137931034483,51,6.9655172413793105,108
0.28761061946902655,0.4557522123893805,92,6.924778761061947,275
0.4810126582278481,0.7215189873417721,65,6.974683544303797,166
0.16312056737588654,0.24113475177304963,47,7.0,101
0.5154320987654321,0.6049382716049383,129,7.253086419753086,491
0.39416058394160586,0.5401459854014599,73,7.182481751824818,197
0.5405405405405406,0.7162162162162162,60,7.081081081081081,139
0.42857142857142855,0.7012987012987013,65,7.077922077922078,139
0.3488372093023256,0.4584717607973422,98,7.355481727574751,334
0.4672131147540984,0.5737704918032787,64,6.60655737704918,175
0.16393442622950818,0.28688524590163933,61,6.909836065573771,187
0.3583815028901734,0.5491329479768786,116,7.364161849710983,277
0.8133333333333334,0.92,82,8.32,264
0.5107913669064749,0.6187050359712231,85,7.323741007194244,218
0.5117647058823529,0.6647058823529411,106,7.129411764705883,314
0.4327485380116959,0.5789473684210527,80,6.988304093567251,264
0.6382978723404256,0.8297872340425532,59,7.468085106382978,124
0.5459459459459459,0.6756756756756757,87,8.086486486486486,295
0.5454545454545454,0.7,69,7.745454545454545,210
0.43795620437956206,0.6423357664233577,80,7.094890510948905,226
0.5172413793103449,0.7068965517241379,53,7.293103448275862,120
